titulo,descricao,status,data,sentimento,falta_luz_status
Falta de luz a mais de 24 horas,"Dia 24/01/2024 por volta de 20hs, um caminhão passou e arrebentou o fio de energia, deixando o fio energia do jogado no chão , lig",Respondida,2024-01-27,Negativo,falta de luz
Renegociação,"Bom dia ,gostaria de tá fazendo uma renegociação com a Ligth, pois fiquei com dificuldade de tá pagando as duas últimas contas ,so",Respondida,2024-01-27,Neutro,normal
"NÃO FAZEM RESET DO MEU CADASTRO, MEU NOME ESTÁ ERRADO","Já pedi algumas várias vezes o reset do meu cadastro E ELES NÃO FAZEM. Nem meu nome, meu telefone ou email estão certos e estou im",Respondida,2024-01-27,Neutro,normal
Atendimento ao cliente,"Bom dia !Tenho tido vários problemas com a consecionaria de light, uma que me acusaram de furto de energia sem eu ter feito",Respondida,2024-01-27,Neutro,normal
Corte Indevido de energia pela Ligth,"Uma equipe da Ligth veio ao condomínio desligar a energia de alguns apartamentos inadimplentes! No entanto, desligaram o meu també",Respondida,2024-01-27,Negativo,normal
Geladeira Quebrou com Pico de Luz,"Minha geladeira frost free Consul modelo CRM38NBANA parou de congelar, o que constatei no sábado, 20/01/2024 após mais de uma sema",Respondida,2024-01-27,Positivo,normal
SEM ENERGIA ELETRICA,"Foram 4 dias com transformador pegando fogo, ate que vieram trocar o transformador, mas continuou com problema e vieram no dia seg",Respondida,2024-01-27,Negativo,falta de luz
Irregularidades com equipe técnica,"Boa noiteEstou aqui já que estou a seis dias sem luz, por motivo que não sei. Ligo para a empresa light para mandar uma equi",Respondida,2024-01-27,Neutro,normal
Desvincular imail,"Bn , não consigo desvincular meu imail de uma conta , onde não tenho mais , e hj estou com uma conta em meu nome e não consigo ace",Respondida,2024-01-26,Neutro,normal
Gostaria de negociar o débito em atraso,"Estou tentando fazer um acordo do débito que tenho junto a empresa e não consigo, gostaria de esclarecer que recebo pelo loas e pr",Respondida,2024-01-26,Neutro,normal
Sem eletricidade no imóvel há mais de 1 mes,"Estou tentando solicitar a religação do serviço desde dezembro/2023. Já liguei, fui diversas vezes na light e não vieram religar.",Respondida,2024-01-26,Neutro,falta de luz
Reset de senha,Estou a dias tentando acessar o site ou aplicativo da empresa. eu tenho cadastro/ tenho código cliente e não consigo prq diz que,Respondida,2024-01-26,Neutro,normal
Queda de energia,"Queda de energia constante na Av. Amado baía, Taquara/Jacarepaguá e não há uma assistência, uma vista técnica no local. As mais re",Respondida,2024-01-26,Negativo,normal
Light não emite a conta de luz,No dia 25/11/2023 foi solicitado que houvesse uma troca de titularidade referente ao imóvel cuja instalação é*******. A troca foi,Respondida,2024-01-26,Negativo,normal
Light Cobra conta em duplicidade,A light está me cobrando uma conta de energia que já foi paga via pix. Já colocou meu nome no SPC. Não consigo contato com a empre,Respondida,2024-01-26,Negativo,normal
Conta discordando,"Desde do dia 14/12 estou fora de casa por causa da carga elétrica da light, com esses picos de luz meu prédio ocorreu um incêndio",Respondida,2024-01-26,Neutro,normal
Valores auto de 2 meses ..,Tô tendo muito dor de cabeça com a light dês de novembro e nada de resolver meu problema só falam que as leituras estão certas até,Respondida,2024-01-26,Positivo,normal
Conta Paga,Efetuei o pagamento da minha conta de Dezembro em 29 de Novembro. Hoje no dia 25 de Janeiro cortaram minha conta alegando que eu e,Respondida,2024-01-26,Negativo,normal
Número do medidor errado na conta de luz com valores absurdos,"Em uma casa que residem 2 pessoas que trabalham o dia inteiro na rua, chegam contas com valores absurdos, em média R$700,00, e par",Respondida,2024-01-26,Neutro,normal
Troca de titularidade,"Estou tentando realizar a troca de titularidade para meu novo endereço, mas o sistema informa que possuo débitos em aberto. Já fiz",Respondida,2024-01-26,Neutro,normal
Cobrança duplicada,"Solicitei o encerramento de um contrato por meio do Whatsapp da Light em Novembro de 2023, foi informado que deveria pagar o bolet",Respondida,2024-01-26,Neutro,normal
Preciso passar um relógio pro meu nome tenho comorbidades,Não consigo pelo app e não tenho condições físicas no momento me deslocar preciso muito de ajuda pra resolver logo essa situação.,Respondida,2024-01-26,Negativo,normal
Falta de luz,Estou há 3 doasse energia elétrica. Já fiz várias reclamações e nada é providenciado. Por último falei com a ouvidoria protocolos,,2024-01-26,Neutro,falta de luz
Cobranças [Editado pelo Reclame Aqui],Efetuei a rescisão do meu contrato de aluguel no mês de janeiro de 2024 e fui surpreendido ao entrar no site da light para verific,Respondida,2024-01-26,Negativo,normal
SEM LUZ,"Estou desde Novembro solicitando um suporte da light pois a fiação estava em risco, ontem dia 24/01/24 passou um caminhão e carreg",Respondida,2024-01-26,Neutro,falta de luz
Não tem agência na Barra,Não consigo transferir titularidade pelo site e não tem agência na Barra da Tijuca. Me despenquei até uma agência da Freguesia num,,2024-01-26,Neutro,normal
cobranças com a mesma data de vencimento,Gostaria de mencionar que não é a primeira vez que este fato me ocorre. Essa distribuidora de energia não mede a dor de seus clie,Respondida,2024-01-26,Neutro,normal
Falta de energia há 4 dias,Estou solicitando há 4 dias o reestabelecimento de minha energia a light. Até o momento continuo sem luz. Tenho 2 crianças pequena,Respondida,2024-01-26,Neutro,falta de luz
"Troca de cep da conta de luz, cep errado.","Boa tarde, estou muito insasfeito, um simples problema que pode ser resolvido rapidamente. Eu liguei dia 24/01/2023 para a central",Respondida,2024-01-26,Neutro,normal
Site não Funciona - Ligação Nova,Estou desde outubro de 2023 tentando solicitar uma ligação nova no meu apartamento.Por telefone somos direcionados ao,,2024-01-26,Negativo,normal
Dívida em protesto já paga,A light colocou uma dívida em protesto em cartório já paga minha.A conta foi paga num dia e mesmo assim no outro entrou em p,,2024-01-26,Negativo,normal
Aumento absurdo da conta,"A 1 ano atrás a Light falou que iria mudar o sistema! Tirou o relógio da minha casa ,na rua toda só a minha casa que não tem e col",Respondida,2024-01-26,Neutro,normal
Não consigo acessar mais a minha conta,"Tento acessar a minha conta na Agencia Virtual pelo PC, como sempre fiz, não consigo de nenhuma forma. Já tentei pelo CPF, email,",,2024-01-26,Neutro,normal
"RESPEITO DA EMPRESA ""LIGHT"" COM A DATA DE VENCIMENTO","Bom dia!Solicitei uma troca de titularidade na loja da LIGHT localizada no Shopee Madureira em Outubro de 2023, ainda escolh",,2024-01-26,Negativo,normal
Tarifa social,Solicitei a tarifa social no dia 24 de novembro de 2023 e até hoje não obtive retorno. Apenas um protocolo de solicitação.,,2024-01-26,Negativo,normal
Parcelamento de fatura,"Preciso parcelar e pagar faturas que estão em atraso que o antigo inquilino do meu apartamento deixou em aberto no meu nome, não c",Respondida,2024-01-26,Negativo,normal
"Falta de energia, contas todas pagas","Tenho 1 bebê de 1 ano, com as contas da light todas pagas em dias.Dia 14/01 ocorreu a primeira falta de energia somente no m",Respondida,2024-01-26,Negativo,falta de luz
Contestacao,"Aluguei uma loja comercial, onde por solicitação do proprietário da loja precisei ir a light para colocar as futuras contas em meu",Respondida,2024-01-26,Neutro,normal
Falta de luz,Desde as 10h do dia 24/01/24 tento restabelecer a luz na minha residência. Falam que enviarão uma equipe que não chega nunca. Ligu,Respondida,2024-01-26,Neutro,falta de luz
Contas não entregues e valor indevido.,"As contas de luz não estão chegando no meu endereço, por muitas vezes tenho que ir no site/agência virtual para retirar uma segund",Respondida,2024-01-26,Negativo,normal
Light Nao resolve problema s na pavuna,"Trabalho esquina da rua cicero17 , com avenida sargento de melicias 158 pavuna ta sem 1 fase a um mês.",Respondida,2024-01-26,Neutro,normal
Meu relógio é trifásico e só entregam uma fase,"Estou há meses tentando reativar uma fase que eles mesmo cortaram pra fazer de neutro, já que um galho rompeu o neutro e ao invés",Respondida,2024-01-26,Neutro,normal
negativação em meu CPF sem ser cliente light,"Estranhamente apontou uma negativação em meu banco, fui direcionado ao serasa na qual fui surpreendido por uma conta de 2023 da Li",Respondida,2024-01-26,Neutro,falta de luz
A Light não atende nem por telefone nemPor zap,Estou tentando reclamar do consumo cobrado indevidamente na minha conta e não consigo falar com a light. A gente liga e fica ouvin,Respondida,2024-01-26,Neutro,normal
Protesto em Cartório,"Fiquei sabendo hoje em 2024, que vocês protestaram meu nome em cartório referente a uma fatura no valor de R$ 102,08 de 2021.",Respondida,2024-01-26,Negativo,normal
FIZ O PAGAMENTO E LIGHT NÃO RELIGA,"Fiz o pagamento de 3 contas unificadas pelo proprio site da Light, a propria empresa emitiu um comprovante de pagamento e ao anexá",Respondida,2024-01-26,Neutro,normal
Picos de energia,"Bom dia. Já fazem alguns meses que uma árvore vem criando transtornos na calçada da rua do governo entre os numeros 280 e 290, poi",Respondida,2024-01-26,Neutro,normal
Cobrança abusiva,"Bom dia. Meu nome é *******masceno , cpf : *******.Solicito auxílio quanto a cobrança [Editado pelo Reclame Aqui] da minha p",,2024-01-26,Neutro,normal
Sem condições de pagar valor ta muito caro,"Então eu tentei fazer acordo so que não foi possível não aceitaram diminuir o valor das parcelas,eu não to na condições de pagar u",Respondida,2024-01-26,Neutro,falta de luz
Estou sem luz desde,"O poste da minha residência saiu uma faísca de fogo, acabando com a luz as 18h do dia 24/01/24. Entrei em contato com a light pel",Respondida,2024-01-26,Neutro,falta de luz
contestar o valor da conta de luz,"Estou tentando contestar o valor absurdo que veio na minha conta de luz e não consigo contato com a light, do Ano passando tava vi",Respondida,2024-01-26,Neutro,normal
Denúncia,"Fiz uma denúncia na light de furto de energia onde o fio está passando junto ao meu,que pago minhas contas ..meu medo é este fio p",Respondida,2024-01-26,Neutro,normal
Fis um acordo,Olá bom dia Então eu fiz um acordo para quitar meu débito junto a light pelo desenrola Brasil no dia 3/01/2024 contrato,Respondida,2024-01-26,Negativo,normal
Sem luz a 12 dias,"Bom dia!!Gostaria de abrir uma reclamação pois já é a terceira vez que isso acontece, em dezembro fiquei 11 dias sem luz, de",Respondida,2024-01-26,Neutro,falta de luz
CONTA DE LUZ COM VALOR ALTISSIMO - LIGHT ESTA ME [Editado pelo Reclame Aqui],"Me mudei a pouco tempo para Vilar dos Teles, não tenho quase nenhum eletro, ambas as luzes ficam apagadas no meu apto. Moro sozinh",Respondida,2024-01-26,Negativo,normal
Cobrança [Editado pelo Reclame Aqui],"Prezados,Em minha conta Ref Jan/2024 veio um valor que desconheço no valor de 65,82. Não encontrei nenhuma informação nos ca",Respondida,2024-01-26,Negativo,normal
falta de energia,"Bom dia. estou ha 4 dias sem energia. abri vários protocolos e NINGUÉM resolveu o meu problema. no dia 23/01, um carro de placa **",Respondida,2024-01-26,Positivo,falta de luz
Poste na frnete da entrada da garagem,"Estamos com um problema na entrada do portão da vila,enta ocupando parte da passagem dos veículos dos moradores,já aconteceu diver",Respondida,2024-01-26,Neutro,normal
Não consigo recuperar código do cliente,"Seus bando de vermes, toda hora sou deslogado do aplicativo e nunca consigo entrar mais, nunca consigo recuperar a senha porque pe",Respondida,2024-01-26,Neutro,normal
Cobrança [Editado pelo Reclame Aqui] e Falta de Resolução pela Ligh,"Prezado,Venho por meio desta manifestar minha insatisfação e preocupação em relação aos serviços prestados pela Light,",,2024-01-26,Neutro,falta de luz
Corte de luz com a conta paga !,Estou abrindo esta reclamação para exigir o retorno da minha luz que foi cortada no dia 23/01/2024 mesmo eu estando com a fatura p,Respondida,2024-01-26,Negativo,normal
Pra variar não recebo a conta e sou multada,Mais uma vez não recebi minha conta de luz. Em quatro meses é a segunda vez!!! Apenas recebo um e-mail apontando o atraso. Para ap,Respondida,2024-01-25,Neutro,normal
Visita do técnico da Light se comunicado prévio,O técnico da light esteve na minha residência sem comunicado prévio da Light para verificar o Relógio informando que consumo aum,Respondida,2024-01-25,Neutro,normal
Fornecimento irregular de energia elétrica,"Desde o último domingo, 21/01/2024, na rua em que resido, as residências têm alguns cômodos com energia elétrica e outros sem ener",,2024-01-25,Neutro,normal
Descaso da concessionária com os consumidores,"Estou sem energia elétrica desde domingo à tarde dia 21.01, apesar das várias reclamações pelo telefone e pelo WhatsApp. Somos 6",,2024-01-25,Neutro,normal
Vocês devem me achar com cara de palhaço. Só pode.,"Entrei no chat da Light para tirar uma dúvida. Escolhi a opção falar com o atendente, porque obviamente minha dúvida não est",Respondida,2024-01-25,Negativo,normal
Light está me [Editado pelo Reclame Aqui]!,"Há alguns anos tenho a tarifa social da light, benefício dado a famílias cadastradas no cadunico baixa renda, o desconto é dado po",Respondida,2024-01-25,Negativo,normal
Cabela desarmando,Moro na Rua Apocalipse no Rio das Pedras e todos os dias a canela desarma. Entramos em contato com a light tanto pelo zap quando p,Respondida,2024-01-25,Negativo,normal
Não consigo acessar minha conta de luz p pagar,"Me mudei de casa, meu marido colocou a conta de luz em meu nome já com endereço novo. Mudamos dia 01/12/23. Ainda não chegou nenhu",Respondida,2024-01-25,Neutro,normal
Perda de equipamento,"Como sempre a luz aqui fica oscilando, caindo e voltando, dessa vez após esse cai e volta da luz, fiquei sem luz por 24 horas. Apó",Respondida,2024-01-25,Neutro,normal
Quedas de luz o tempo todo,"Hoje dia 24/01/2024 as 19h deu a primeira queda de luz, são 19:55 e contei 7 quedas de luz no meu imóvel na taquara/Jacarepaguá, d",Respondida,2024-01-25,Negativo,normal
FALTA DE LUZ,ESTOU A 5 DIAS SEM ENERGIA LIGUEI POR DIVERSAS VEZES PARA A LIGHT EMERGENCIAL E ATÉ AGORA NÃO COMPARECEU NENHUMA EQUIPE NA MINHA,Respondida,2024-01-25,Neutro,falta de luz
DEMORA NA VISITA TÉCNICA.,Há três dias está acontecendo picos de luz constantes em minha residência. Estou entrando em contato com Light pelo aplicativo wh,Respondida,2024-01-25,Neutro,normal
Falta de luz a 2 dias,"Até agora nada da light, vir resolver o problema, casas com luz e outras sem",,2024-01-25,Positivo,falta de luz
A LIGHT ESTÁ AGINDO DE FORMA DESRESPEITOSA COM OS SEU CLIENTES NA PRESTAÇÃO DOS SEUS SERVIÇOS,Boa tarde Hoje dia 24/01/2023 fizemos contato com agencia comercial da Light(Protocolo*******) para saber o motivo da,Respondida,2024-01-25,Neutro,normal
Prédio inteiro sem luz a 37 horas,Desde o dia 23/01/2024 meu prédio está sem uma das fases de luz. Muitos apartamentos estão sem luz e o elevador também está parado,,2024-01-25,Neutro,falta de luz
Conta de luz super faturada,"Minha conta de luz chegou com valor de R$ 327,39. Peço para a empresa reaver, pois tem algum engano. Moro sozinha, de seg a sexta",Respondida,2024-01-25,Neutro,normal
Ligação da luz,"Fiz uma solicitação da ligação da minha luz na casa nova , cumpri a exigência do fio carga ,fio aterramento ,abraçadeira metálica,",Respondida,2024-01-25,Neutro,normal
Declaração de quitação,"Me mudei no dia 04/01 e fiz o cancelamento do contrato com a light no dia 06/01, preciso da última conta paga e da declaração de q",Respondida,2024-01-25,Negativo,normal
Estrondo de tremer as janelas e no transformador da light e sem luz há 2 horas sem carro da light e sem previsão após a light cortar as árvores do local,Estrondo de tremer as janelas e no transformador da light e sem luz há 2 horas sem carro da light e sem previsão e tudo isso após,Respondida,2024-01-25,Negativo,falta de luz
Conta paga duas vezes,"Fui pagar duas contas do mês 1 e 2 e na verdade acabei pagando a mesma conta duas vezes, só percebi quando veio o aviso de corte ,",,2024-01-25,Neutro,normal
"Idosa sem luz a 5 dias, diversas chamadas para a Light, péssimo atendimento ao telefone e nenhuma equipe foi resolver o problema.","Moro em Copacabana, com minha tia, idosa e com problemas de saúde. Nonultimo sábado, 20 de janeiro, ficamos sem energia, desde ent",Respondida,2024-01-25,Positivo,falta de luz
Prédio sem energia há 2 dias,"Sou morador do Prédio Edifício Residencial Mont Vert situado na Rua Antônio Cordeiro, 385 na Freguesia de Jacarepaguá no Rio de Ja",,2024-01-25,Negativo,falta de luz
Leitura feita por estimativa,"Desde outubro/2023 a light vem fazendo a leitura do meu medidor por estimativa sem necessidade, pois meu medidor fica na rua com f",Respondida,2024-01-25,Neutro,normal
Poste energizado ( Risco a vida),"No dia 11 de dezembro de 2023, entrei em contato com a empresa light e informei que o poste em frente a minha casa estava com fio",Respondida,2024-01-25,Negativo,normal
Nao consigo usar onaplicativo light,Pedi o reset do ex email q tinha para poder acessar minhas contas sem me incomodarTodo mesTer que ligar mas ja solicit,Respondida,2024-01-25,Neutro,normal
